1.0736,1.0444,4.1168
1.0385,1.0271,4.8245
1.0466,1.0283,3.9231
1.0103,1.0062,4.0399
1.0243,1.0162,5.0002
1.0226,1.0158,5.2820
1.0537,1.0325,3.8857
0.9474,0.9648,4.9315
0.9824,0.9884,5.1419
0.9964,0.9977,3.1489
1.0436,1.0216,2.9618
1.0888,1.0548,4.2749
0.8821,0.9242,4.4422
1.0143,1.0085,3.6799
1.0839,1.0442,3.3742
1.1055,1.0580,3.5821
1.1108,1.0628,3.7567
1.0378,1.0223,3.9881
0.9902,0.9941,4.2949
1.0258,1.0116,3.3062
0.9657,0.9803,4.5577
1.1007,1.0626,4.4016
0.9601,0.9764,3.9062
0.9736,0.9865,3.3621
0.9593,0.9771,3.7289
1.0381,1.0228,3.9731
0.9958,1.0009,5.2724
1.1022,1.0584,3.7626
0.9805,0.9891,4.4770
1.0771,1.0473,4.1503
1.0300,1.0177,3.9589
0.9997,1.0014,4.7490
0.9964,0.9984,4.5229
0.9802,0.9894,4.6018
1.0183,1.0102,3.5614
1.0687,1.0374,3.4807
1.0622,1.0405,4.3435
0.9340,0.9542,4.7838
1.0017,1.0014,4.1855
1.0413,1.0256,4.0217
1.1375,1.0695,3.1586
0.9626,0.9760,4.5563
1.0501,1.0320,4.5870
1.0384,1.0205,3.3425
1.1600,1.0879,3.6169
0.9525,0.9740,4.0085
1.1867,1.1093,4.0856
1.0153,1.0094,3.8913
0.9572,0.9737,4.2637
1.0333,1.0212,4.4569
0.9953,0.9978,3.5306
1.0208,1.0125,4.0805
1.1248,1.0749,4.1000
0.9789,0.9875,3.9437
1.0286,1.0180,4.4453
1.0793,1.0491,4.3855
0.9933,0.9956,4.1837
0.9968,0.9977,3.6670
0.9797,0.9886,3.4167
1.0303,1.0223,4.5342
0.9400,0.9617,4.5467
1.0243,1.0157,4.3812
1.0487,1.0306,4.4524
1.0045,1.0037,4.5138
1.0021,1.0009,4.5356
0.9788,0.9874,4.6574
1.0301,1.0226,5.1917
1.0407,1.0273,4.5486
0.9982,0.9991,3.3223
1.1330,1.0806,4.2073
0.9930,0.9962,4.4456
1.0095,1.0050,3.1510
1.0047,1.0036,4.3044
1.0087,1.0066,4.9313
1.0189,1.0123,4.3803
1.1090,1.0689,4.6017
1.0398,1.0223,3.6737
1.0042,1.0046,4.3443
1.0805,1.0519,4.6422
1.0358,1.0233,4.3294
1.1032,1.0652,4.4831
1.0161,1.0101,4.4814
1.0249,1.0165,4.4862
0.9526,0.9707,4.3359
0.9950,0.9974,4.0540
1.0320,1.0219,5.2145
1.0467,1.0309,4.6979
0.9958,0.9976,4.4274
0.9670,0.9830,3.1430
1.0951,1.0596,4.2208
1.0050,1.0036,4.2873
1.0609,1.0369,4.0165
1.0085,1.0104,5.0518
0.9990,0.9991,3.4941
0.9640,0.9787,4.2934
1.0298,1.0178,3.7741
0.9650,0.9815,3.1966
0.9484,0.9649,6.0032
1.0104,1.0068,3.8205
1.0553,1.0338,4.1137
1.2129,1.1160,3.6551
1.0625,1.0390,4.3021
0.7641,0.8592,3.6299
1.0089,1.0051,3.6523
1.0087,1.0054,4.6075
1.0383,1.0221,3.8097
1.0424,1.0255,3.9993
1.0632,1.0395,4.3676
0.9508,0.9697,4.5087
1.0211,1.0134,4.2736
1.0347,1.0225,4.3485
0.9887,0.9930,4.6949
1.0402,1.0257,4.4606
0.9985,0.9992,4.3712
1.1022,1.0695,5.2628
1.0230,1.0148,4.2725
1.1388,1.0760,3.5854
1.0080,1.0039,3.2653
0.9662,0.9794,4.4860
1.0075,1.0065,3.8366
1.0162,1.0098,4.1977
0.9251,0.9583,3.3634
1.0328,1.0185,3.5876
0.8591,0.9177,3.6260
0.9994,1.0004,5.2897
1.0369,1.0250,4.8770
0.9566,0.9736,4.2399
1.0154,1.0150,5.1297
1.0433,1.0262,4.1671
1.1625,1.1054,4.9377
1.0609,1.0374,4.1951
1.0578,1.0343,3.7489
0.9995,0.9990,4.6625
0.9790,0.9869,4.4943
1.0073,1.0013,2.7952
1.0496,1.0344,4.9851
1.0043,1.0022,3.3601
1.0063,1.0051,4.2885
1.2454,1.1024,2.3785
0.9652,0.9780,4.4120
1.0628,1.0402,4.7918
1.0319,1.0192,4.0950
1.1172,1.0806,4.9155
1.0047,1.0032,4.7761
1.0769,1.0464,4.1990
0.9482,0.9682,3.2190
1.0290,1.0205,5.5977
0.9736,0.9901,4.7285
1.0097,1.0070,4.5661
1.0896,1.0546,4.1750
0.9976,1.0069,5.1947
1.0612,1.0406,4.6633
0.9629,0.9777,4.3307
1.0222,1.0140,4.2768
1.0597,1.0357,3.9161
0.8905,0.9365,3.7754
1.0132,1.0063,3.0560
0.9958,0.9982,4.3587
1.1081,1.0650,4.1677
1.0371,1.0275,4.5842
1.0940,1.0600,4.5842
1.0368,1.0233,4.3374
1.0531,1.0245,2.7786
0.9401,0.9633,4.2253
1.0634,1.0356,2.8034
0.9430,0.9653,4.3129
1.0121,1.0078,4.5594
0.9825,0.9896,3.9163
0.9456,0.9657,4.4060
1.0654,1.0415,3.9047
1.1610,1.0987,4.4752
1.0476,1.0316,4.6840
1.0300,1.0185,4.2132
0.9473,0.9734,2.9731
0.9717,0.9833,4.9172
1.1000,1.0628,4.5290
1.0073,1.0054,4.5548
1.0250,1.0152,3.4060
1.0844,1.0629,4.8058
0.9230,0.9533,3.8104
1.0725,1.0340,2.7967
0.9567,0.9765,3.3224
1.0443,1.0254,3.6704
1.0543,1.0293,3.5855
1.0287,1.0176,4.1817
0.9921,0.9960,3.7507
1.0105,1.0073,4.3504
1.0616,1.0363,3.8890
0.9530,0.9711,4.2588
0.9849,0.9901,4.9039
1.0432,1.0264,4.2577
1.0371,1.0211,3.9709
1.0259,1.0170,4.4066
1.0282,1.0180,4.4645
1.0716,1.0468,4.7088
0.9890,0.9930,4.4440
0.9964,0.9978,4.9157
0.9936,0.9968,3.0232
1.0297,1.0177,4.1705
1.0327,1.0208,4.4654
0.9332,0.9538,6.0819
0.9668,0.9799,4.4934
1.0581,1.0370,4.4831
1.0008,1.0021,4.5117
1.1407,1.0822,4.0147
1.0586,1.0363,4.3097
1.0647,1.0424,4.4739
1.0699,1.0461,4.7240
0.9063,0.9426,4.4417
1.0134,1.0085,4.0108
0.9839,0.9911,4.6099
1.0546,1.0325,4.0378
0.9605,0.9765,5.0268
1.0343,1.0224,4.3935
0.8990,0.9364,4.2575
0.9987,0.9993,4.0937
1.4614,1.2599,4.1739
1.0245,1.0178,5.5594
1.0280,1.0190,4.6752
1.1047,1.0648,4.4131
1.1123,1.0751,4.9349
1.0284,1.0180,3.0410
0.9915,0.9954,5.1131
0.9092,0.9406,4.7042
0.9683,0.9821,4.0031
0.9086,0.9398,4.8739
0.9818,0.9894,5.8265
1.0233,1.0165,5.0888
0.9834,0.9903,3.6944
1.1230,1.0734,4.0344
1.0153,1.0107,4.7700
1.0604,1.0399,4.8239
0.9934,0.9975,4.2371
0.9797,0.9874,4.4720
1.0441,1.0271,4.2738
0.9616,0.9771,4.9429
0.8907,0.9285,4.5609
1.0728,1.0399,3.4694
1.0440,1.0288,4.4659
1.0227,1.0155,4.8513
1.0091,1.0062,3.9599
1.0572,1.0351,4.2594
0.9476,0.9670,4.6374
0.9738,0.9830,4.7986
1.0204,1.0132,4.5362
0.9680,0.9809,4.2898
0.9634,0.9754,5.3133
1.0728,1.0461,4.5233
1.0450,1.0296,4.4833
1.0186,1.0107,3.7492
1.0220,1.0143,4.4227
1.0375,1.0185,3.4844
0.9621,0.9759,5.4692
1.0263,1.0182,4.7465
1.0441,1.0303,4.8689
1.0445,1.0283,4.3096
0.9253,0.9586,3.2329
1.0090,1.0049,3.4601
0.9195,0.9502,4.1268
0.9974,0.9991,4.1558
1.0325,1.0211,4.5973
1.0186,1.0129,4.4837
1.0542,1.0381,5.3204
1.0616,1.0405,4.7966
1.0195,1.0134,4.8633
1.0358,1.0258,4.4261
1.0539,1.0311,3.8151
0.9383,0.9606,4.6642
1.0057,1.0037,3.8853
0.9415,0.9634,4.6422
1.0143,1.0105,4.5023
0.9838,0.9908,4.1233
0.9838,0.9910,4.8084
0.9994,1.0001,4.4289
1.0268,1.0183,4.9926
0.9947,0.9982,4.3767
0.9853,0.9909,4.8084
1.0160,1.0097,4.1911
0.9908,0.9949,3.4300
1.0081,1.0055,4.4912
1.0528,1.0340,4.7530
1.0243,1.0163,4.4141
1.0398,1.0247,4.0066
1.0395,1.0256,4.4284
1.0024,1.0029,4.8965
0.9540,0.9720,4.0317
