1.0736,1.0444,4.1168,0.7278,2.0299,0.7242,0.4398,3.1953,0.2892,0.7119,1.8542,0.4812,0.2722,1.1278,0.8560
1.0385,1.0271,4.8245,0.7823,1.8846,0.7404,0.4566,3.0709,0.2569,0.6885,1.9222,0.3916,0.2325,1.1485,0.8309
1.0466,1.0283,3.9231,0.6786,1.9319,0.7520,0.4196,3.0350,0.3097,0.6998,1.7779,0.5256,0.2802,1.1006,0.9035
1.0103,1.0062,4.0399,0.7212,2.0707,0.8267,0.4282,3.3084,0.3290,0.7081,1.9057,0.5462,0.2800,1.1854,0.8069
1.0243,1.0162,5.0002,0.8368,2.0705,0.8562,0.4640,3.4232,0.2877,0.6932,2.0669,0.4333,0.2292,1.2302,0.7391
1.0226,1.0158,5.2820,0.8257,1.8987,0.9066,0.4622,3.1680,0.2909,0.6755,2.0138,0.4280,0.2134,1.1882,0.7872
1.0537,1.0325,3.8857,0.6951,2.0867,0.6163,0.4249,3.2642,0.2562,0.7110,1.8195,0.4375,0.2862,1.1265,0.8450
0.9474,0.9648,4.9315,0.7714,1.9227,0.8032,0.4292,3.2563,0.2661,0.6530,1.9877,0.3976,0.2243,1.2165,0.7497
0.9824,0.9884,5.1419,0.8004,1.8576,0.9677,0.4485,3.1276,0.3132,0.6669,2.0036,0.4628,0.2184,1.2040,0.7863
0.9964,0.9977,3.1489,0.6348,2.9682,0.4320,0.3880,4.5102,0.2080,0.7493,1.8627,0.4011,0.3616,1.2287,0.6482
1.0436,1.0216,2.9618,0.5992,2.9183,0.3747,0.3816,4.3169,0.1912,0.7623,1.7706,0.3902,0.3807,1.1717,0.7144
1.0888,1.0548,4.2749,0.7189,1.8591,0.7855,0.4407,2.9332,0.3058,0.6983,1.7972,0.5001,0.2577,1.0799,0.9280
0.8821,0.9242,4.4422,0.7151,1.8820,0.9007,0.4069,3.1934,0.3180,0.6578,1.9612,0.4906,0.2513,1.2506,0.7576
1.0143,1.0085,3.6799,0.6434,1.9488,0.7401,0.4018,3.0501,0.3174,0.6988,1.7515,0.5553,0.2972,1.1097,0.9052
1.0839,1.0442,3.3742,0.6973,2.8785,0.4990,0.4245,4.3464,0.2332,0.7676,1.9039,0.4377,0.3435,1.2076,0.6809
1.1055,1.0580,3.5821,0.6980,2.3159,0.6838,0.4314,3.5217,0.3071,0.7494,1.8440,0.5575,0.3181,1.1461,0.8293
1.1108,1.0628,3.7567,0.7018,2.0844,0.7254,0.4394,3.1904,0.3141,0.7401,1.8093,0.5530,0.3015,1.1123,0.8976
1.0378,1.0223,3.9881,0.7201,2.0770,0.7809,0.4328,3.2828,0.3164,0.7163,1.8837,0.5316,0.2839,1.1658,0.8270
0.9902,0.9941,4.2949,0.7450,2.0309,0.9032,0.4328,3.3040,0.3401,0.6966,1.9510,0.5453,0.2639,1.2063,0.7849
1.0258,1.0116,3.3062,0.6886,2.9454,0.5750,0.4129,4.4666,0.2668,0.7531,1.9045,0.4935,0.3454,1.2414,0.6352
0.9657,0.9803,4.5577,0.7206,1.7896,0.8486,0.4263,2.9567,0.3016,0.6681,1.8658,0.4656,0.2422,1.1520,0.8457
1.1007,1.0626,4.4016,0.7727,2.0036,0.8717,0.4615,3.1681,0.3327,0.7201,1.9065,0.5378,0.2587,1.1347,0.8572
0.9601,0.9764,3.9062,0.6748,2.0345,0.7500,0.4021,3.2786,0.3021,0.6844,1.8510,0.5057,0.2824,1.1764,0.8033
0.9736,0.9865,3.3621,0.6004,2.0388,0.6773,0.3807,3.1610,0.3081,0.7058,1.7259,0.5638,0.3254,1.1285,0.8853
0.9593,0.9771,3.7289,0.6712,2.2687,0.5207,0.3986,3.6183,0.2176,0.6965,1.8704,0.3733,0.2979,1.2002,0.7388
1.0381,1.0228,3.9731,0.7086,2.0498,0.7696,0.4281,3.2375,0.3129,0.7104,1.8572,0.5270,0.2824,1.1497,0.8404
0.9958,1.0009,5.2724,0.7737,1.6645,0.8586,0.4548,2.7746,0.2717,0.6630,1.8801,0.3941,0.2096,1.1269,0.8722
1.1022,1.0584,3.7626,0.6939,2.0465,0.7609,0.4351,3.1412,0.3285,0.7342,1.7971,0.5772,0.2995,1.1062,0.9087
0.9805,0.9891,4.4770,0.7362,1.9257,0.8433,0.4292,3.1643,0.3061,0.6781,1.9113,0.4795,0.2489,1.1760,0.8044
1.0771,1.0473,4.1503,0.7151,1.9091,0.7963,0.4391,3.0044,0.3162,0.7069,1.8117,0.5236,0.2680,1.0993,0.9083
1.0300,1.0177,3.9589,0.7259,2.1552,0.7773,0.4323,3.4101,0.3162,0.7198,1.9123,0.5328,0.2877,1.1876,0.7957
0.9997,1.0014,4.7490,0.7610,1.8777,0.8748,0.4407,3.0988,0.3044,0.6754,1.9248,0.4658,0.2347,1.1647,0.8160
0.9964,0.9984,4.5229,0.7644,2.0202,0.7438,0.4396,3.3078,0.2689,0.6887,1.9610,0.4204,0.2493,1.1995,0.7727
0.9802,0.9894,4.6018,0.7452,1.8983,0.7924,0.4329,3.1316,0.2810,0.6747,1.9159,0.4340,0.2419,1.1739,0.8048
1.0183,1.0102,3.5614,0.6680,2.2320,0.7490,0.4079,3.4677,0.3301,0.7235,1.8408,0.5902,0.3156,1.1729,0.8092
1.0687,1.0374,3.4807,0.6616,2.2707,0.6608,0.4122,3.4642,0.3005,0.7338,1.7970,0.5511,0.3216,1.1354,0.8379
1.0622,1.0405,4.3435,0.7252,1.8693,0.7880,0.4409,2.9761,0.3005,0.6958,1.8222,0.4842,0.2550,1.1000,0.8968
0.9340,0.9542,4.7838,0.8319,2.2982,0.8937,0.4408,3.8861,0.3015,0.6794,2.1680,0.4548,0.2402,1.3436,0.6264
1.0017,1.0014,4.1855,0.6976,1.9415,0.7402,0.4164,3.1328,0.2857,0.6771,1.8304,0.4648,0.2610,1.1328,0.8390
1.0413,1.0256,4.0217,0.7382,2.2426,0.6804,0.4368,3.5466,0.2744,0.7199,1.9239,0.4592,0.2831,1.1862,0.7652
1.1375,1.0695,3.1586,0.6216,2.3497,0.5548,0.4064,3.4524,0.2760,0.7598,1.7074,0.5488,0.3535,1.0865,0.9050
0.9626,0.9760,4.5563,0.7824,2.1660,0.7697,0.4351,3.5964,0.2738,0.6844,2.0430,0.4246,0.2494,1.2607,0.6990
1.0501,1.0320,4.5870,0.7905,2.0575,0.8387,0.4557,3.3260,0.3051,0.7037,1.9731,0.4793,0.2480,1.1827,0.7881
1.0384,1.0205,3.3425,0.6791,2.8176,0.4764,0.4122,4.2922,0.2216,0.7569,1.8996,0.4140,0.3449,1.2220,0.6767
1.1600,1.0879,3.6169,0.6994,2.1952,0.7237,0.4428,3.2993,0.3272,0.7573,1.7980,0.5967,0.3147,1.0996,0.9039
0.9525,0.9740,4.0085,0.6765,1.9409,0.7102,0.4075,3.1403,0.2792,0.6826,1.8336,0.4574,0.2755,1.1635,0.8221
1.1867,1.1093,4.0856,0.8018,2.3484,0.8046,0.4814,3.5873,0.3337,0.7688,1.9562,0.5702,0.2875,1.1544,0.8071
1.0153,1.0094,3.8913,0.7209,2.2395,0.7323,0.4277,3.5456,0.3008,0.7209,1.9240,0.5099,0.2933,1.2040,0.7642
0.9572,0.9737,4.2637,0.7603,2.2341,0.7374,0.4295,3.6661,0.2763,0.6981,2.0279,0.4415,0.2687,1.2692,0.6963
1.0333,1.0212,4.4569,0.7791,2.1055,0.7740,0.4490,3.4029,0.2866,0.7044,1.9754,0.4550,0.2554,1.1968,0.7699
0.9953,0.9978,3.5306,0.6607,2.2533,0.6753,0.4040,3.5138,0.2976,0.7233,1.8447,0.5315,0.3195,1.1855,0.7908
1.0208,1.0125,4.0805,0.7407,2.1818,0.8035,0.4336,3.4831,0.3183,0.7122,1.9422,0.5271,0.2786,1.2015,0.7685
1.1248,1.0749,4.1000,0.7425,2.1090,0.6742,0.4518,3.2722,0.2742,0.7269,1.8534,0.4617,0.2751,1.1114,0.8581
0.9789,0.9875,3.9437,0.7222,2.2871,0.6940,0.4197,3.6716,0.2790,0.7079,1.9553,0.4664,0.2882,1.2333,0.7218
1.0286,1.0180,4.4453,0.7720,2.0800,0.8234,0.4449,3.3661,0.3052,0.6995,1.9645,0.4848,0.2546,1.1925,0.7775
1.0793,1.0491,4.3855,0.8046,2.2423,0.8078,0.4641,3.5664,0.3074,0.7283,2.0079,0.4961,0.2641,1.2033,0.7552
